gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
3759849976				http://creativecommons.org/licenses/by-nc/4.0/	2022-03-26T15:47:07Z		https://www.inaturalist.org/observations/109513261	Jay Pruett					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/109513261	109513261		Jay Pruett																								small structure on angelwing shell															2022-03-25T13:35:00-05:00	13:35:00-05:00						2022/03/25 1:35 PM CDT																US	Florida				Ormond Beach, FL, USA												29.2861131264	-81.0357593064	EPSG:4326	89																																		244540926				Joe Rowlett		2022-03-26T04:31:26Z				94745								Astrangia poculata								Animalia	Cnidaria	Anthozoa	Scleractinia		Astrangiidae				Astrangia							species							
3759809608				http://creativecommons.org/licenses/by-nc/4.0/	2022-04-23T01:12:25Z		https://www.inaturalist.org/observations/112197228	kdirr2023					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/112197228	112197228		kdirr2023																																							2022-04-01T16:34:41-04:00	16:34:41-04:00						Fri Apr 01 2022 16:34:41 GMT-0400 (EDT)																US	South Carolina				Crabhall Rd, Georgetown, SC, US												33.3500366667	-79.1947033333	EPSG:4326	4																																		251403119				Joe Rowlett		2022-04-22T04:27:59Z				94745								Astrangia poculata								Animalia	Cnidaria	Anthozoa	Scleractinia		Astrangiidae				Astrangia							species							
3759363449				http://creativecommons.org/licenses/by/4.0/	2023-01-10T16:53:22Z		https://www.inaturalist.org/observations/111959792	Nathan T. Jones					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/111959792	111959792		Nathan T. Jones																																							2022-04-09T16:57:00-04:00	16:57:00-04:00						2022/04/09 4:57 PM EDT																US	Virginia				Accomack County, VA, USA												37.908401145	-75.3300726933	EPSG:4326	2																																		250399120				Nathan T. Jones		2022-04-18T19:13:12Z				94745								Astrangia poculata								Animalia	Cnidaria	Anthozoa	Scleractinia		Astrangiidae				Astrangia							species							
3759321979				http://creativecommons.org/licenses/by-nc/4.0/	2022-04-05T03:16:03Z		https://www.inaturalist.org/observations/110416753	milessilber					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/110416753	110416753		milessilber																																							2022-04-01T16:40:54-04:00	16:40:54-04:00						Fri Apr 01 2022 16:40:54 GMT-0400 (EDT)																US	South Carolina				Crabhall Rd, Georgetown, SC, US												33.350055	-79.194625	EPSG:4326	24																																		246704620				milessilber		2022-04-04T18:56:24Z				94745								Astrangia poculata								Animalia	Cnidaria	Anthozoa	Scleractinia		Astrangiidae				Astrangia							species							
3759210162				http://creativecommons.org/licenses/by-nc/4.0/	2022-03-27T22:47:42Z		https://www.inaturalist.org/observations/109697350	acdaniels					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/109697350	109697350		acdaniels																																							2022-03-27T17:58:59-04:00	17:58:59-04:00						Sun Mar 27 2022 17:58:59 GMT-0400 (EDT)																US	North Carolina				Okeechobee Rd, Wilmington, NC, US												34.0955055	-77.9125666667	EPSG:4326	26																																		244958048				acdaniels		2022-03-27T22:03:31Z				94745								Astrangia poculata								Animalia	Cnidaria	Anthozoa	Scleractinia		Astrangiidae				Astrangia							species							
3747090208				http://creativecommons.org/licenses/by/4.0/	2023-01-10T16:53:22Z		https://www.inaturalist.org/observations/109260984	Nathan T. Jones					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/109260984	109260984		Nathan T. Jones																																							2022-03-20T14:18:00-04:00	14:18:00-04:00						2022/03/20 2:18 PM EDT																US	Virginia				Northampton County, VA, USA												37.1620486305	-75.9805989001	EPSG:4326	2																																		243869992				Nathan T. Jones		2022-03-22T22:50:49Z				94745								Astrangia poculata								Animalia	Cnidaria	Anthozoa	Scleractinia		Astrangiidae				Astrangia							species							
3747062602				http://creativecommons.org/licenses/by-nc/4.0/	2022-03-19T22:25:35Z		https://www.inaturalist.org/observations/108872193	Dixie 🌻					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/108872193	108872193		Dixie 🌻																																							2022-02-10T12:52:59-05:00	12:52:59-05:00						Thu Feb 10 2022 12:52:59 GMT-0500 (EST)																US	Massachusetts				Westport, MA, US												41.50962	-71.0829695	EPSG:4326	5																																		242912144				Dixie 🌻		2022-03-18T14:22:28Z				94745								Astrangia poculata								Animalia	Cnidaria	Anthozoa	Scleractinia		Astrangiidae				Astrangia							species							
3746961762				http://creativecommons.org/licenses/by-nc/4.0/	2023-07-10T10:19:24Z		https://www.inaturalist.org/observations/109184987	pfgnyc					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/109184987	109184987		pfgnyc																																							2022-03-20T14:34:00-04:00	14:34:00-04:00						Sun Mar 20 2022 14:34:00 GMT-0400 (EDT)																US	New York				Gateway National Recreation Area - Jamaica Bay Unit, New York, NY, US												40.5577257932	-73.9336127807	EPSG:4326	55																																		243644710				pfgnyc		2022-03-21T23:39:05Z				94745								Astrangia poculata								Animalia	Cnidaria	Anthozoa	Scleractinia		Astrangiidae				Astrangia							species							
3743723327											56bf7b66-ed07-4b91-9f0d-1f00de11fab8			FSBC I			PreservedSpecimen				0e8ce1f0-f452-48ea-965b-dc8b0e382613	16851																	Present																				b8b2a0fc-2c65-4b32-80b8-483c270cbec1				1930																							US																	29.205991	-94.920069																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
3743722348											56bf7b66-ed07-4b91-9f0d-1f00de11fab8			FSBC I			PreservedSpecimen				13082b08-4c47-4080-b65e-fa88d235997d	20287																	Present																				6c60f29c-e565-4860-8763-ad49da84c167				1976-07																							US										3	3						41.523932	-70.673262																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
3743341820				http://creativecommons.org/licenses/by/4.0/	2022-03-20T02:02:08Z		https://www.inaturalist.org/observations/108757917	Austin Smith					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/108757917	108757917		Austin Smith																																							2022-03-13T09:37:13-04:00	09:37:13-04:00						Sun Mar 13 2022 09:37:13 GMT-0400 (EDT)																US	Florida				Long Key, St. Pete Beach, FL, US												27.6829533333	-82.738175	EPSG:4326	6																																		242627209				Austin Smith		2022-03-16T22:25:48Z				94745								Astrangia poculata								Animalia	Cnidaria	Anthozoa	Scleractinia		Astrangiidae				Astrangia							species							
3743293563				http://creativecommons.org/licenses/by-nc/4.0/	2022-03-15T19:41:40Z		https://www.inaturalist.org/observations/108593885	Ivan					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/108593885	108593885		Ivan	https://orcid.org/0000-0003-0747-3890																																						2022-03-14T09:47:00-04:00	09:47:00-04:00						2022/03/14 9:47 AM EDT																US	North Carolina				Kill Devil Hills, NC 27948, USA												36.0526611111	-75.6801972222	EPSG:4326	5																																		242191263				Ivan	https://orcid.org/0000-0003-0747-3890	2022-03-14T16:43:14Z				94745								Astrangia poculata								Animalia	Cnidaria	Anthozoa	Scleractinia		Astrangiidae				Astrangia							species							
3743205165				http://creativecommons.org/licenses/by-nc/4.0/	2022-03-20T02:36:49Z		https://www.inaturalist.org/observations/108684134	Cole Tiemann					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/108684134	108684134		Cole Tiemann																																							2022-03-15T15:39:39-04:00	15:39:39-04:00						Tue Mar 15 2022 15:39:39 GMT-0400 (EDT)																US	North Carolina				North Atlantic Ocean, Oak Island, NC, US												33.8974916667	-78.0590528333	EPSG:4326	8																																		242423733				Cole Tiemann		2022-03-15T21:55:25Z				94745								Astrangia poculata								Animalia	Cnidaria	Anthozoa	Scleractinia		Astrangiidae				Astrangia							species							
3743171159				http://creativecommons.org/licenses/by/4.0/	2022-03-20T01:37:38Z		https://www.inaturalist.org/observations/108732813	Austin Smith					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/108732813	108732813		Austin Smith																																							2022-03-15T14:01:28-04:00	14:01:28-04:00						Tue Mar 15 2022 14:01:28 GMT-0400 (EDT)																US	Florida				Long Key, St. Pete Beach, FL, US												27.6830283333	-82.73822	EPSG:4326	16																																		242562120				Austin Smith		2022-03-16T16:33:34Z				94745								Astrangia poculata								Animalia	Cnidaria	Anthozoa	Scleractinia		Astrangiidae				Astrangia							species							
3743093786				http://creativecommons.org/licenses/by-nc/4.0/	2022-03-15T01:21:46Z		https://www.inaturalist.org/observations/108622514	Cole Tiemann					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/108622514	108622514		Cole Tiemann																																							2022-03-14T18:15:11-04:00	18:15:11-04:00						Mon Mar 14 2022 18:15:11 GMT-0400 (EDT)																US	North Carolina				Oak Island, Oak Island, NC, US												33.9159166667	-78.2349033333	EPSG:4326	6																																		242263676				Cole Tiemann		2022-03-15T00:21:51Z				94745								Astrangia poculata								Animalia	Cnidaria	Anthozoa	Scleractinia		Astrangiidae				Astrangia							species							
3743005784				http://creativecommons.org/licenses/by-nc/4.0/	2022-03-15T01:26:06Z		https://www.inaturalist.org/observations/108542938	chaseyb					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/108542938	108542938		chaseyb																								Siesta Key															2022-03-13T18:38:38-04:00	18:38:38-04:00						Sun Mar 13 2022 18:38:38 GMT-0400 (EDT)																US	Florida				Roberts Bay, Siesta Key, FL, US												27.2909847581	-82.5442707173	EPSG:4326	3590																																		242138393				Valentin de Mazancourt		2022-03-14T09:11:10Z				94745								Astrangia poculata								Animalia	Cnidaria	Anthozoa	Scleractinia		Astrangiidae				Astrangia							species							
3712731715				http://creativecommons.org/licenses/by-nc/4.0/	2022-03-10T03:33:24Z		https://www.inaturalist.org/observations/108204210	ravenshauan					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/108204210	108204210		ravenshauan																																							2022-03-08T17:47:17-05:00	17:47:17-05:00						Tue Mar 08 2022 17:47:17 GMT -0500 (EST)																US	South Carolina				North Myrtle Beach												33.7904777527	-78.7363204956	EPSG:4326	44																																		241385524				Joe Rowlett		2022-03-10T03:27:35Z				94745								Astrangia poculata								Animalia	Cnidaria	Anthozoa	Scleractinia		Astrangiidae				Astrangia							species							
3712526806				http://creativecommons.org/licenses/by-nc/4.0/	2022-03-06T19:50:31Z		https://www.inaturalist.org/observations/108047257	Erin Talmage					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/108047257	108047257		Erin Talmage																																							2022-02-26T11:34:52-05:00	11:34:52-05:00						Sat Feb 26 2022 11:34:52 GMT-0500 (EST)																US	Texas				Padre Island National Seashore, TX, US												27.402175	-97.3066783333	EPSG:4326	3																																		240736097				Erin Talmage		2022-03-06T19:33:44Z				94745								Astrangia poculata								Animalia	Cnidaria	Anthozoa	Scleractinia		Astrangiidae				Astrangia							species							
3705821651				http://creativecommons.org/licenses/by/4.0/	2022-02-26T20:51:14Z		https://www.inaturalist.org/observations/107483215	Austin Smith					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/107483215	107483215		Austin Smith																																							2022-02-20T15:38:51-05:00	15:38:51-05:00						Sun Feb 20 2022 15:38:51 GMT-0500 (EST)																US	Florida				North Atlantic Ocean, Dunedin, FL, US												28.0656445	-82.834105	EPSG:4326	4																																		239239987				joe_fish		2022-02-26T19:32:38Z				94745								Astrangia poculata								Animalia	Cnidaria	Anthozoa	Scleractinia		Astrangiidae				Astrangia							species							
3705741577				http://creativecommons.org/licenses/by-nc/4.0/	2022-10-04T22:57:05Z		https://www.inaturalist.org/observations/107475197	Alex Shure					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/107475197	107475197		Alex Shure																								common along eastern wall															2021-09-29T12:03:00-04:00	12:03:00-04:00						2021/09/29 12:03 PM EDT																US	Rhode Island				Jamestown, RI, USA												41.4787711873	-71.3613983912	EPSG:4326	4																																		239184326				Alex Shure		2022-02-26T13:32:56Z				94745								Astrangia poculata								Animalia	Cnidaria	Anthozoa	Scleractinia		Astrangiidae				Astrangia							species							
3705690671				http://creativecommons.org/licenses/by-nc/4.0/	2022-02-27T19:57:49Z		https://www.inaturalist.org/observations/107492149	ravenshauan					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/107492149	107492149		ravenshauan																																							2022-02-26T13:12:29-05:00	13:12:29-05:00						Sat Feb 26 2022 13:12:29 GMT -0500 (EST)																US	South Carolina				North Myrtle Beach												33.7903060913	-78.7365036011	EPSG:4326	45																																		239410147				joe_fish		2022-02-27T16:51:53Z				94745								Astrangia poculata								Animalia	Cnidaria	Anthozoa	Scleractinia		Astrangiidae				Astrangia							species							
3705646542				http://creativecommons.org/licenses/by-nc/4.0/	2022-02-26T21:21:37Z		https://www.inaturalist.org/observations/107491399	Jordan Fulk					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/107491399	107491399		Jordan Fulk																																							2022-02-26T08:58:26-05:00	08:58:26-05:00						Sat Feb 26 2022 08:58:26 GMT-0500 (EST)																US	South Carolina				North Atlantic Ocean, Myrtle Beach, SC, US												33.7274166667	-78.8346333333	EPSG:4326	4																																		239239927				joe_fish		2022-02-26T19:32:21Z				94745								Astrangia poculata								Animalia	Cnidaria	Anthozoa	Scleractinia		Astrangiidae				Astrangia							species							
3705557513				http://creativecommons.org/licenses/by-nc/4.0/	2022-02-26T03:11:53Z		https://www.inaturalist.org/observations/107415085	Alex Shure					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/107415085	107415085		Alex Shure																																							2021-09-29T12:11:00-04:00	12:11:00-04:00						2021/09/29 12:11 PM EDT																US	Rhode Island				Jamestown, RI, USA												41.4786613225	-71.3615607484	EPSG:4326	2																																		239008819				Alex Shure		2022-02-25T14:29:12Z				94745								Astrangia poculata								Animalia	Cnidaria	Anthozoa	Scleractinia		Astrangiidae				Astrangia							species							
3698323946				http://creativecommons.org/licenses/by-nc/4.0/	2022-02-22T12:39:03Z		https://www.inaturalist.org/observations/107181275	Alex Shure					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/107181275	107181275		Alex Shure																																							2021-09-29T12:01:00-04:00	12:01:00-04:00						2021/09/29 12:01 PM EDT																US	Rhode Island				Jamestown, RI, USA												41.478764375	-71.3614670608	EPSG:4326	8																																		238329077				Alex Shure		2022-02-21T14:05:55Z				94745								Astrangia poculata								Animalia	Cnidaria	Anthozoa	Scleractinia		Astrangiidae				Astrangia							species							
3698262486				http://creativecommons.org/licenses/by-nc/4.0/	2022-02-27T00:44:36Z		https://www.inaturalist.org/observations/107377522	Dominic DiGregorio					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/107377522	107377522		Dominic DiGregorio																																							2022-02-24T11:38:52-05:00	11:38:52-05:00						Thu Feb 24 2022 11:38:52 GMT-0500 (EST)																US	South Carolina				North Atlantic Ocean, SC, US												33.5835957557	-78.9910388634	EPSG:4326	61																																		238899828				Dominic DiGregorio		2022-02-24T16:40:26Z				94745								Astrangia poculata								Animalia	Cnidaria	Anthozoa	Scleractinia		Astrangiidae				Astrangia							species							
3698209334				http://creativecommons.org/licenses/by-nc/4.0/	2022-02-27T02:46:43Z		https://www.inaturalist.org/observations/107380495	ticonderoga-					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/107380495	107380495		ticonderoga-																																							2022-02-11T11:53:06Z	11:53:06Z						Fri Feb 11 2022 11:53:06 GMT-0600 (CST)																US	Texas				Gulf of Mexico, Bolivar Peninsula, TX, US												29.3982444503	-94.71133536	EPSG:4326	111																																		239224850				Dwight Bohlmeyer		2022-02-26T18:07:42Z				94745								Astrangia poculata								Animalia	Cnidaria	Anthozoa	Scleractinia		Astrangiidae				Astrangia							species							
3698181993				http://creativecommons.org/licenses/by-nc/4.0/	2022-02-23T03:40:17Z		https://www.inaturalist.org/observations/107248453	Alex Shure					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/107248453	107248453		Alex Shure																																							2021-09-29T12:35:00-04:00	12:35:00-04:00						2021/09/29 12:35 PM EDT																US	Rhode Island				Jamestown, RI, USA												41.4788285907	-71.3614366488	EPSG:4326	8																																		238513291				Alex Shure		2022-02-22T12:29:01Z				94745								Astrangia poculata								Animalia	Cnidaria	Anthozoa	Scleractinia		Astrangiidae				Astrangia							species							
3698100938				http://creativecommons.org/licenses/by-nc/4.0/	2024-07-29T19:38:47Z		https://www.inaturalist.org/observations/107228648	Dwight Bohlmeyer					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/107228648	107228648		Dwight Bohlmeyer																																							2022-02-18T14:23:00-06:00	14:23:00-06:00						2022/02/18 2:23 PM CST																US	Texas				Galveston, TX, USA												29.2936130556	-94.7823080556	EPSG:4326																																			238453257				Dwight Bohlmeyer		2022-02-22T02:52:26Z				94745								Astrangia poculata								Animalia	Cnidaria	Anthozoa	Scleractinia		Astrangiidae				Astrangia							species							
3698052714				http://creativecommons.org/licenses/by-nc/4.0/	2022-02-23T15:29:29Z		https://www.inaturalist.org/observations/107282689	elidadinoguy					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/107282689	107282689		elidadinoguy																																							2022-02-22T17:08:19Z	17:08:19Z						Tue Feb 22 2022 17:08:19 GMT-0600 (CST)																US	Alabama				Grass Island, Gulf Shores, AL, US												30.2473422075	-87.6886566757	EPSG:4326	215																																		238644731				joe_fish		2022-02-23T03:21:15Z				94745								Astrangia poculata								Animalia	Cnidaria	Anthozoa	Scleractinia		Astrangiidae				Astrangia							species							
35307419	http://www.vertnet.org/resources/norms.html		en	http://creativecommons.org/publicdomain/zero/1.0	2014-05-29			Bernice Pauahi Bishop Museum	PhysicalObject				BPBM	SC	Bishop Museum Marine Invertebrates Specimens	BPBM	PreservedSpecimen				927b2ace-5367-4e64-800d-ba8fe39a2c08	355				1														1 dry	in collection																																									Atlantic Ocean		Massachusetts	Massachusetts					Woods Hole; Vineyard Sound	Atlantic Ocean; Northern Atlantic Ocean; Massachusetts; Massachusetts; Woods Hole; Vineyard Sound																																																																			Astrangia danae								Animalia		Anthozoa	Scleractinia		Rhizangiidae				Astrangia				danae			species	Species	Agassiz		ICZN			
35305519	http://www.vertnet.org/resources/norms.html		en	http://creativecommons.org/publicdomain/zero/1.0	2014-05-29			Bernice Pauahi Bishop Museum	PhysicalObject				BPBM	SC	Bishop Museum Marine Invertebrates Specimens	BPBM	PreservedSpecimen				edfe4565-4b26-4cff-b5d6-8f40141687fc	356				1														1 dry	in collection																																									Atlantic Ocean		Massachusetts	Massachusetts					Woods Hole; Vineyard Sound	Atlantic Ocean; Northern Atlantic Ocean; Massachusetts; Massachusetts; Woods Hole; Vineyard Sound																																																																			Astrangia danae								Animalia		Anthozoa	Scleractinia		Rhizangiidae				Astrangia				danae			species	Species	Agassiz		ICZN			
35304616	http://www.vertnet.org/resources/norms.html		en	http://creativecommons.org/publicdomain/zero/1.0	2014-05-29			Bernice Pauahi Bishop Museum	PhysicalObject				BPBM	SC	Bishop Museum Marine Invertebrates Specimens	BPBM	PreservedSpecimen				fc7fc18f-f5e4-497d-8212-6a95ddf6ad05	357				1														1 dry	in collection																																									Atlantic Ocean		Massachusetts	Massachusetts					Woods Hole; Vineyard Sound	Atlantic Ocean; Northern Atlantic Ocean; Massachusetts; Massachusetts; Woods Hole; Vineyard Sound																																																																			Astrangia danae								Animalia		Anthozoa	Scleractinia		Rhizangiidae				Astrangia				danae			species	Species	Agassiz		ICZN			
351274023	Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj	Astrangia danae (YPM IP 014557)		http://creativecommons.org/publicdomain/zero/1.0/	2023-12-08T21:53:35.000Z		http://collections.peabody.yale.edu/search/Record/YPM-IP-014557	Yale Peabody Museum				1	YPM	IP		YPM	FossilSpecimen			"{ ""irn"": ""348192"", ""media"": ""24691:99fb9646-b7a8-442b-a2e5-4bda47883d9a"", ""mm_repository_id"": ""24691"", ""solr_long_lat"": ""-76.017051,35.798021"" }"	urn:uuid:c5b03f1f-5a9c-4548-a49b-2fbfeb81665b	YPM IP 014557				1															in collection	https://images.collections.yale.edu/iiif/2/ypm:99fb9646-b7a8-442b-a2e5-4bda47883d9a/full/full/0/default.jpg						IP number 14557; lot count 1; accn=IPA.07200					Astrangia danae																											North America; Atlantic Ocean; USA	North America	Atlantic Ocean			USA					Atlantic Coast													35.798021	-76.017051	WGS84	1250000											Jessica Utrup	2020-04-13	digital resource	GEOLocate	GBIF Georeferencing Best Practices. Uncertainty includes the extent of the Atlantic coast of the US.						Quaternary		Recent																													Astrangia danae							Animalia; Cnidaria; Anthozoa; Zoantharia; Scleractinia; Faviina; Faviicae; Rhizangiidae	Animalia	Cnidaria	Anthozoa	Scleractinia		Rhizangiidae				Astrangia				danae			Species		Milne-Edwards & Haime, 1849	stony corals; zoanthids; stony corals and anemones; cnidarians; animals	ICZN			Fossils, Rocks and Minerals: Fossils - Invertebrates
350570652	Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj	Astrangia poculata (YPM IZ 029423)		http://creativecommons.org/publicdomain/zero/1.0/	2024-09-30T17:07:06.000Z		http://collections.peabody.yale.edu/search/Record/YPM-IZ-029423	Yale Peabody Museum				1	YPM	IZ		YPM	PreservedSpecimen			"{ ""irn"": ""504080"", ""media"": ""460194:10911bb0-5bff-445c-acc6-dfd562f6ba85"", ""mm_repository_id"": ""460194"", ""solr_long_lat"": ""-70.82006872,41.46388172"", ""original_num"": ""GM 155"" }"	urn:uuid:68f346a8-ae58-45ab-9e1b-366de1f34827	YPM IZ 029423		R/V A.E. Verrill		1														dry	in collection	https://images.collections.yale.edu/iiif/2/ypm:10911bb0-5bff-445c-acc6-dfd562f6ba85/full/!1920,1920/0/default.jpg		|			GM 155	GM image; Gray Museum; IZ number 29423; lot count 1; original catalog number GM 155; accn=IZA.07830					Astrangia poculata|Astrangia danae										1969-06-06				1969	6	6											North America; Atlantic Ocean; USA; Massachusetts; Dukes County; Gosnold	North America	Atlantic Ocean			USA		Massachusetts	Dukes County	Gosnold	Naushon Island. Off Tarpaulin Cove Lighthouse, 1.7 miles, 256						30	30	100-100 ft					41.46388172	-70.82006872	WGS84	13337												2015	digital resource	NEVP	provisional georeference to ST CO PL: Massachusetts Dukes Gosnold, 6 Mar 2015, LFG																																					Astrangia poculata							Animalia; Cnidaria; Anthozoa; Zoantharia; Scleractinia; Faviina; Faviicae; Rhizangiidae	Animalia	Cnidaria	Anthozoa	Scleractinia		Rhizangiidae				Astrangia				poculata			Species		(Ellis & Solander, 1786)	stony corals; zoanthids; stony corals and anemones; cnidarians; animals	ICZN			Animals and Plants: Invertebrates - Other
350570649	Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj	Astrangia poculata (YPM IZ 029422)		http://creativecommons.org/publicdomain/zero/1.0/	2024-09-30T17:07:06.000Z		http://collections.peabody.yale.edu/search/Record/YPM-IZ-029422	Yale Peabody Museum				0	YPM	IZ		YPM	PreservedSpecimen			"{ ""irn"": ""504079"", ""solr_long_lat"": ""-70.82006872,41.46388172"", ""original_num"": ""GM 154"" }"	urn:uuid:a436b2b2-4937-4b5d-bc60-055096421d1d	YPM IZ 029422				17														70% alc.	in collection			|			GM 154	Gray Museum; IZ number 29422; lot count 17; original catalog number GM 154; accn=IZA.07830					Astrangia poculata|Astrangia danae										1965-06-02				1965	6	2											North America; Atlantic Ocean; Vineyard Sound; USA; Massachusetts; Dukes County; Gosnold	North America	Atlantic Ocean; Vineyard Sound			USA		Massachusetts	Dukes County	Gosnold	Nonamesset Island. off Emerson's house. Substrate: Gravel						18	18	60-60 ft					41.46388172	-70.82006872	WGS84	13337												2015	digital resource	NEVP	provisional georeference to ST CO PL: Massachusetts Dukes Gosnold, 6 Mar 2015, LFG																																					Astrangia poculata							Animalia; Cnidaria; Anthozoa; Zoantharia; Scleractinia; Faviina; Faviicae; Rhizangiidae	Animalia	Cnidaria	Anthozoa	Scleractinia		Rhizangiidae				Astrangia				poculata			Species		(Ellis & Solander, 1786)	stony corals; zoanthids; stony corals and anemones; cnidarians; animals	ICZN			Animals and Plants: Invertebrates - Other
