gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verticalDatum	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	distanceFromCentroidInMeters	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	acceptedScientificName	verbatimScientificName	typifiedName	protocol	lastParsed	lastCrawled	repatriated	relativeOrganismQuantity	level0Gid	level0Name	level1Gid	level1Name	level2Gid	level2Name	level3Gid	level3Name	iucnRedListCategory	eventType
2520689081																										Hexacorals_Fautin_09678										CC_BY_4_0																							HEX	HEX			HUMAN_OBSERVATION				Hexacorals_Fautin_09678	7052															PRESENT																																					NORTH_AMERICA				US													41.560001	-70.75																																											urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			adb92d68-aaff-47ba-b197-d3d26f72f728	VE	2023-01-25T08:17:27.235Z								COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES		true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		EML	2023-01-25T08:17:27.235Z	2023-01-06T21:09:43.668Z	true										LC	
2520689030																										Hexacorals_Fautin_010190										CC_BY_4_0																							HEX	HEX			HUMAN_OBSERVATION				Hexacorals_Fautin_010190	81094															PRESENT																																					NORTH_AMERICA				US													41.52	-70.68																																											urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			adb92d68-aaff-47ba-b197-d3d26f72f728	VE	2023-01-25T08:17:28.135Z								COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES		true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		EML	2023-01-25T08:17:28.135Z	2023-01-06T21:09:43.668Z	true										LC	
2520686754																										Hexacorals_Fautin_08610										CC_BY_4_0																							HEX	HEX			HUMAN_OBSERVATION				Hexacorals_Fautin_08610	96224															PRESENT																																									US													29.01	-80.690002																																											urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			adb92d68-aaff-47ba-b197-d3d26f72f728	VE	2023-01-25T08:17:29.443Z								COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES		true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		EML	2023-01-25T08:17:29.443Z	2023-01-06T21:09:43.668Z	true										LC	
2520686545																										Hexacorals_Fautin_07550										CC_BY_4_0																							HEX	HEX			HUMAN_OBSERVATION				Hexacorals_Fautin_07550	80169															PRESENT																																									US													35.349998	-75.360001																																											urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			adb92d68-aaff-47ba-b197-d3d26f72f728	VE	2023-01-25T08:17:31.508Z								COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES		true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		EML	2023-01-25T08:17:31.508Z	2023-01-06T21:09:43.668Z	true										LC	
2520685499																										Hexacorals_Fautin_06908										CC_BY_4_0																							HEX	HEX			HUMAN_OBSERVATION				Hexacorals_Fautin_06908	95518															PRESENT																																									US													29.23	-80.830002																																											urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			adb92d68-aaff-47ba-b197-d3d26f72f728	VE	2023-01-25T08:17:21.887Z								COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES		true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		EML	2023-01-25T08:17:21.887Z	2023-01-06T21:09:43.668Z	true										LC	
2520685119																										Hexacorals_Fautin_05334										CC_BY_4_0																							HEX	HEX			HUMAN_OBSERVATION				Hexacorals_Fautin_05334	78507															PRESENT																																									US													27.32	-80.019997																																											urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			adb92d68-aaff-47ba-b197-d3d26f72f728	VE	2023-01-25T08:17:26.107Z								COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES		true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		EML	2023-01-25T08:17:26.107Z	2023-01-06T21:09:43.668Z	true										LC	
2520683783																										Hexacorals_Fautin_04942										CC_BY_4_0																							HEX	HEX			HUMAN_OBSERVATION				Hexacorals_Fautin_04942	79705															PRESENT																																									US													33.830002	-77.5																																											urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			adb92d68-aaff-47ba-b197-d3d26f72f728	VE	2023-01-25T08:17:28.471Z								COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES		true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		EML	2023-01-25T08:17:28.471Z	2023-01-06T21:09:43.668Z	true										LC	
2520683686																										Hexacorals_Fautin_04459										CC_BY_4_0																							HEX	HEX			HUMAN_OBSERVATION				Hexacorals_Fautin_04459	80862															PRESENT																																					NORTH_AMERICA				US													27.83	-97.059998																																											urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			adb92d68-aaff-47ba-b197-d3d26f72f728	VE	2023-01-25T08:17:28.712Z								COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES		true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		EML	2023-01-25T08:17:28.712Z	2023-01-06T21:09:43.668Z	true		USA	United States	USA.44_1	Texas	USA.44.178_1	Nueces			LC	
2520683348																										Hexacorals_Fautin_04919										CC_BY_4_0																							HEX	HEX			HUMAN_OBSERVATION				Hexacorals_Fautin_04919	7403															PRESENT																																					NORTH_AMERICA				US													25.969999	-81.730003																																											urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			adb92d68-aaff-47ba-b197-d3d26f72f728	VE	2023-01-25T08:17:28.498Z								COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES		true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		EML	2023-01-25T08:17:28.498Z	2023-01-06T21:09:43.668Z	true		USA	United States	USA.10_1	Florida	USA.10.11_1	Collier			LC	
2520683287																										Hexacorals_Fautin_03587										CC_BY_4_0																							HEX	HEX			HUMAN_OBSERVATION				Hexacorals_Fautin_03587	80424															PRESENT																																					NORTH_AMERICA				US													38.950001	-74.892998																																											urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			adb92d68-aaff-47ba-b197-d3d26f72f728	VE	2023-01-25T08:17:30.622Z								COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES		true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		EML	2023-01-25T08:17:30.622Z	2023-01-06T21:09:43.668Z	true										LC	
2520683239																										Hexacorals_Fautin_03517										CC_BY_4_0																							HEX	HEX			HUMAN_OBSERVATION				Hexacorals_Fautin_03517	79710															PRESENT																																					NORTH_AMERICA				US													29.77	-81.209999																																											urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			adb92d68-aaff-47ba-b197-d3d26f72f728	VE	2023-01-25T08:17:30.766Z								COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES		true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		EML	2023-01-25T08:17:30.766Z	2023-01-06T21:09:43.668Z	true										LC	
2520683161																										Hexacorals_Fautin_04361										CC_BY_4_0																							HEX	HEX			HUMAN_OBSERVATION				Hexacorals_Fautin_04361	24823															PRESENT																																					NORTH_AMERICA				US													41.32	-71.919998																																											urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			adb92d68-aaff-47ba-b197-d3d26f72f728	VE	2023-01-25T08:17:28.943Z			18.5	1.5				COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES		true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		EML	2023-01-25T08:17:28.943Z	2023-01-06T21:09:43.668Z	true										LC	
2520682076																										Hexacorals_Fautin_03751										CC_BY_4_0																							HEX	HEX			HUMAN_OBSERVATION				Hexacorals_Fautin_03751	99173															PRESENT																																					NORTH_AMERICA				US													36.950001	-76.010002																																											urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			adb92d68-aaff-47ba-b197-d3d26f72f728	VE	2023-01-25T08:17:30.631Z								COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES		true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		EML	2023-01-25T08:17:30.631Z	2023-01-06T21:09:43.668Z	true										LC	
2520681944																										Hexacorals_Fautin_02910										CC_BY_4_0																							HEX	HEX			HUMAN_OBSERVATION				Hexacorals_Fautin_02910	79715															PRESENT																																									US													30.99	-81.0																																											urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			adb92d68-aaff-47ba-b197-d3d26f72f728	VE	2023-01-25T08:17:19.626Z								COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES		true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		EML	2023-01-25T08:17:19.626Z	2023-01-06T21:09:43.668Z	true										LC	
2520681866																										Hexacorals_Fautin_02961										CC_BY_4_0																							HEX	HEX			HUMAN_OBSERVATION				Hexacorals_Fautin_02961	80414															PRESENT																																									US													30.0	-80.760002																																											urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			adb92d68-aaff-47ba-b197-d3d26f72f728	VE	2023-01-25T08:17:19.574Z								COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES		true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		EML	2023-01-25T08:17:19.574Z	2023-01-06T21:09:43.668Z	true										LC	
2520681763																										Hexacorals_Fautin_02562										CC_BY_4_0																							HEX	HEX			HUMAN_OBSERVATION				Hexacorals_Fautin_02562	80186															PRESENT																																					NORTH_AMERICA				US													41.490002	-71.309998																																											urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			adb92d68-aaff-47ba-b197-d3d26f72f728	VE	2023-01-25T08:17:20.500Z								COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES		true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		EML	2023-01-25T08:17:20.500Z	2023-01-06T21:09:43.668Z	true		USA	United States	USA.40_1	Rhode Island	USA.40.3_1	Newport			LC	
2520681616																										Hexacorals_Fautin_02788										CC_BY_4_0																							HEX	HEX			HUMAN_OBSERVATION				Hexacorals_Fautin_02788	80179															PRESENT																																					NORTH_AMERICA				US													36.939999	-75.980003																																											urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			adb92d68-aaff-47ba-b197-d3d26f72f728	VE	2023-01-25T08:17:19.882Z								COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES		true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		EML	2023-01-25T08:17:19.882Z	2023-01-06T21:09:43.668Z	true										LC	
2520681363																										Hexacorals_Fautin_02755										CC_BY_4_0																							HEX	HEX			HUMAN_OBSERVATION				Hexacorals_Fautin_02755	80178															PRESENT																																					NORTH_AMERICA				US													36.950001	-76.0																																											urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			adb92d68-aaff-47ba-b197-d3d26f72f728	VE	2023-01-25T08:17:19.971Z								COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES		true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		EML	2023-01-25T08:17:19.971Z	2023-01-06T21:09:43.668Z	true										LC	
2520681338																										Hexacorals_Fautin_03076										CC_BY_4_0																							HEX	HEX			HUMAN_OBSERVATION				Hexacorals_Fautin_03076	19194															PRESENT																																					NORTH_AMERICA				US													30.4	-87.199997																																											urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			adb92d68-aaff-47ba-b197-d3d26f72f728	VE	2023-01-25T08:17:31.119Z								COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES		true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		EML	2023-01-25T08:17:31.119Z	2023-01-06T21:09:43.668Z	true										LC	
2520681171																										Hexacorals_Fautin_02134										CC_BY_4_0																							HEX	HEX			HUMAN_OBSERVATION				Hexacorals_Fautin_02134	99113															PRESENT																																									US													29.33	-80.75																																											urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			adb92d68-aaff-47ba-b197-d3d26f72f728	VE	2023-01-25T08:17:21.706Z								COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES		true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		EML	2023-01-25T08:17:21.706Z	2023-01-06T21:09:43.668Z	true										LC	
2520681159																										Hexacorals_Fautin_01881										CC_BY_4_0																							HEX	HEX			HUMAN_OBSERVATION				Hexacorals_Fautin_01881	36520															PRESENT																																					NORTH_AMERICA				US													28.028999	-97.038002																																											urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			adb92d68-aaff-47ba-b197-d3d26f72f728	VE	2023-01-25T08:17:24.275Z								COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES		true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		EML	2023-01-25T08:17:24.275Z	2023-01-06T21:09:43.668Z	true										LC	
2520680704																										Hexacorals_Fautin_01925										CC_BY_4_0																							HEX	HEX			HUMAN_OBSERVATION				Hexacorals_Fautin_01925																PRESENT																																					NORTH_AMERICA				US													41.48	-71.360001																																											urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			adb92d68-aaff-47ba-b197-d3d26f72f728	VE	2023-01-25T08:17:24.469Z			3.0	0.0				COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES		true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		EML	2023-01-25T08:17:24.469Z	2023-01-06T21:09:43.668Z	true										LC	
2520679517																										Hexacorals_Fautin_00304										CC_BY_4_0																							HEX	HEX			HUMAN_OBSERVATION				Hexacorals_Fautin_00304	79701															PRESENT																																									US													31.99	-78.75																																											urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			adb92d68-aaff-47ba-b197-d3d26f72f728	VE	2023-01-25T08:17:27.951Z								COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES		true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		EML	2023-01-25T08:17:27.951Z	2023-01-06T21:09:43.668Z	true										LC	
2520645221																										0de4a1d7-6eca-4664-b07c-6a3afd3eca51										CC0_1_0																					56bf7b66-ed07-4b91-9f0d-1f00de11fab8			FSBC I			PRESERVED_SPECIMEN				0de4a1d7-6eca-4664-b07c-6a3afd3eca51	31830															PRESENT																19088aad-1ffb-4797-a1ba-d7acece10bf3			1984-05-21T00:00:00				1984	5	21																US													29.326667	-80.238333																																											urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			a0a4d131-f53f-43b2-a1ba-254473b8a006	US	2023-02-17T20:22:34.087Z			64.0	0.0				GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE		true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		EML	2023-02-17T20:22:34.087Z	2023-02-17T20:17:29.901Z	false										LC	
2520644361																										160b4301-ee6d-4ef9-a6dc-f058f84b543a										CC0_1_0																					56bf7b66-ed07-4b91-9f0d-1f00de11fab8			FSBC I			PRESERVED_SPECIMEN				160b4301-ee6d-4ef9-a6dc-f058f84b543a	31777															PRESENT																9a15331a-9569-40e2-a203-e5eb7bebd5a8			1984-05-22T00:00:00				1984	5	22												NORTH_AMERICA				US													30.503333	-81.366667																																											urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			a0a4d131-f53f-43b2-a1ba-254473b8a006	US	2023-02-17T20:22:36.514Z			16.5	0.0				GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE		true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		EML	2023-02-17T20:22:36.514Z	2023-02-17T20:17:29.901Z	false										LC	
2520644179																										891fcdc6-bb99-4a7e-9ef8-7ce813550081										CC0_1_0																					56bf7b66-ed07-4b91-9f0d-1f00de11fab8			FSBC I			PRESERVED_SPECIMEN				891fcdc6-bb99-4a7e-9ef8-7ce813550081	31954															PRESENT																513503c7-ccfc-4b8a-ba46-e99217259a28			1984-05-18T00:00:00				1984	5	18												NORTH_AMERICA				US													27.833333	-80.386667																																											urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			a0a4d131-f53f-43b2-a1ba-254473b8a006	US	2023-02-17T20:22:35.244Z			14.6	0.0				GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE		true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		EML	2023-02-17T20:22:35.244Z	2023-02-17T20:17:29.901Z	false										LC	
