gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
2610944343																										34919682										http://creativecommons.org/licenses/by-nc/4.0/			2020-04-30T14:40:30Z			https://www.inaturalist.org/observations/34919682					mikann												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/34919682	34919682		mikann																																	2019-10-26T13:03:28-04:00	13:03:28-04:00						Sat Oct 26 2019 13:03:28 GMT-0400 (EDT)																US	New Jersey				South Beach - Area C, Middletown, NJ, US												40.4785179114	-74.008656107	EPSG:4326	5																																		75812498				wsimmons		2019-10-26T19:11:29Z				94745								Astrangia poculata								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia							species							
2598357090																										NOAA_DSCRTP:1015421																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015421																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015421					1											Present																				1981-09-01																																	5	10						41.4958	-71.4111																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2598357089																										NOAA_DSCRTP:1015403																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015403																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015403					1											Present																				1981-09-01																																	5	10						41.4958	-71.4111																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2598357088																										NOAA_DSCRTP:1015395																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015395																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015395					1											Present																				1981-09-01																																	5	10						41.4958	-71.4111																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2598357087																										NOAA_DSCRTP:1015377																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015377																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015377					1											Present																				1981-09-01																																	5	10						41.4958	-71.4111																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2598357086																										NOAA_DSCRTP:1015359																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015359																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015359					1											Present																				1981-09-01																																	5	10						41.4958	-71.4111																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2598357082																										NOAA_DSCRTP:1015296																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015296																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015296					5											Present																				1916-07-18																																	19	19						36.9436	-75.9772		1000																																													urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2598357081																										NOAA_DSCRTP:1015278																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015278																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015278					1											Present																				1964-05-22																																	16	16						30.9917	-81.225																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2598356095																										NOAA_DSCRTP:1015440																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015440																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015440					1											Present																				1981-09-01																																	5	10						41.4958	-71.4111																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2598356094																										NOAA_DSCRTP:1015422																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015422																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015422					1											Present																				1981-09-01																																	5	10						41.4958	-71.4111																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2598356093																										NOAA_DSCRTP:1015404																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015404																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015404					1											Present																				1981-09-01																																	5	10						41.4958	-71.4111																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2598356092																										NOAA_DSCRTP:1015396																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015396																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015396					1											Present																				1981-09-01																																	5	10						41.4958	-71.4111																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2598356091																										NOAA_DSCRTP:1015378																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015378																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015378					1											Present																				1981-09-01																																	5	10						41.4958	-71.4111																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2598356088																										NOAA_DSCRTP:1015305																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015305																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015305					3											Present																				1968-07-27																																	35	35						11.8667	-70.3667																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2598356087																										NOAA_DSCRTP:1015297																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015297																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015297					3											Present																				1916-07-25																																	22	22						36.9506	-76.0072		1000																																													urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2598356086																										NOAA_DSCRTP:1015279																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015279																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015279					1											Present																				1964-05-22																																	15	15						30.255	-81.3267																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2598355931																										NOAA_DSCRTP:1012001																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1012001																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1012001					2											Present																				1874-07-14																																	16	21						41.32	-71.98																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2598355085																										NOAA_DSCRTP:1015438																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015438																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015438					1											Present																				1981-09-01																																	5	10						41.4958	-71.4111																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2598355084																										NOAA_DSCRTP:1015401																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015401																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015401					1											Present																				1981-09-01																																	5	10						41.4958	-71.4111																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2598355083																										NOAA_DSCRTP:1015393																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015393																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015393					1											Present																				1981-09-01																																	5	10						41.4958	-71.4111																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2598355082																										NOAA_DSCRTP:1015375																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015375																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015375					1											Present																				1981-09-01																																	5	10						41.4958	-71.4111																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2598355081																										NOAA_DSCRTP:1015357																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015357																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015357					1											Present																				1981-09-01																																	5	10						41.4958	-71.4111																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2598355077																										NOAA_DSCRTP:1015294																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015294																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015294					3											Present																				1915-12-03																																	14	14						37.055	-75.97		1000																																													urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2598354109																										NOAA_DSCRTP:1015441																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015441																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015441					1											Present																				1981-09-01																																	5	10						41.4958	-71.4111																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2598354108																										NOAA_DSCRTP:1015423																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015423																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015423					1											Present																				1981-09-01																																	5	10						41.4958	-71.4111																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2598354107																										NOAA_DSCRTP:1015405																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015405																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015405					1											Present																				1981-09-01																																	5	10						41.4958	-71.4111																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2598354106																										NOAA_DSCRTP:1015397																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015397																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015397					1											Present																				1981-09-01																																	5	10						41.4958	-71.4111																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2598354105																										NOAA_DSCRTP:1015379																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015379																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015379					1											Present																				1981-09-01																																	5	10						41.4958	-71.4111																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2598354104																										NOAA_DSCRTP:1015360																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015360																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015360					1											Present																				1981-09-01																																	5	10						41.4958	-71.4111																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2598354100																										NOAA_DSCRTP:1015298																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015298																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015298					1											Present																				1916-07-25																																	14	14						36.9814	-76.0061		1000																																													urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2598353097																										NOAA_DSCRTP:1015439																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015439																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015439					1											Present																				1981-09-01																																	5	10						41.4958	-71.4111																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2598353096																										NOAA_DSCRTP:1015420																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015420																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015420					1											Present																				1981-09-01																																	5	10						41.4958	-71.4111																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2598353095																										NOAA_DSCRTP:1015402																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015402																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015402					1											Present																				1981-09-01																																	5	10						41.4958	-71.4111																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2598353094																										NOAA_DSCRTP:1015394																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015394																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015394					1											Present																				1981-09-01																																	5	10						41.4958	-71.4111																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
